sample_id,A1_cm2,A2_cm2,A3_cm2,A4_cm2,A5_cm2,A6_cm2,A7_cm2,A8_cm2,A9_cm2,A10_cm2,E_GPa,P2_kN,P4_kN,density_kg_m3,mass_kg,max_disp_mm,v_node2_mm,v_node4_mm,max_abs_stress_MPa,stress1_MPa,stress2_MPa,stress3_MPa,stress4_MPa,stress5_MPa,stress6_MPa,stress7_MPa,stress8_MPa,stress9_MPa,stress10_MPa,split
96,162.93,118.212,14.0452,26.0765,206.719,51.2808,204.849,24.1169,3.91694,139.623,85.0872,310.829,291.152,5135.29,5193.78,120.393,-111.653,-48.1504,411.222,39.6531,24.5671,-411.222,-7.82952,15.2295,56.6317,18.4149,-196.585,73.7146,-29.4152,train
97,69.1085,128.475,189.796,85.8601,11.9731,73.6057,225.228,84.4071,179.48,43.941,173.905,548.625,284.405,3258.34,3911.01,25.6298,-25.0868,-6.87668,117.232,117.232,15.4404,-59.0163,-40.7935,-74.0898,26.9505,35.8838,-43.821,27.5983,-63.8445,train
98,100.447,166.988,154.776,97.8504,124.132,209.384,168.889,143.242,44.5192,224.62,137.904,599.826,343.939,2955.99,4529.11,30.596,-29.9585,-11.7686,94.1611,94.1611,26.3555,-77.3764,-16.323,15.006,21.019,50.055,-34.1597,50.7377,-27.709,train
99,57.5153,92.6823,12.4369,76.7751,184.438,129.61,165.981,102.169,218.153,35.1152,201.889,354.574,530.724,6640.08,7837.66,52.1153,-48.2132,-19.0968,397.759,191.211,5.86986,-397.759,-39.0975,24.1281,4.19745,11.9382,-103.148,19.4591,-21.9101,train
100,189.65,20.922,183.416,187.067,14.9443,211.836,123.633,213.696,106.133,166.259,128.038,204.819,358.259,4996.11,7629.8,12.2747,-11.969,-7.16572,43.5777,23.8933,10.3363,-28.3279,-9.79291,43.5777,1.02087,36.0049,-16.4333,24.4104,-1.83949,train
101,205.338,62.023,203.025,114.323,21.2195,173.335,29.9106,186.288,46.6736,141.226,181.675,316.138,218.311,3793.6,4685.55,14.3781,-14.2328,-8.80426,84.4745,33.6233,19.5271,-23.4607,-17.0592,84.4745,6.98721,75.7319,-28.4134,59.0928,-12.128,test
102,109.106,140.099,25.71,39.4557,210.59,210.629,194.347,138.131,218.783,91.2273,176.579,494.378,305.461,5614.71,8441.5,39.8461,-36.3549,-13.569,243.041,106.662,15.0302,-243.041,-71.9307,18.3081,9.99724,9.49468,-68.5305,18.3453,-32.6429,train
103,188.493,13.4863,87.5804,89.2331,195.556,49.9871,8.83064,66.7165,92.6248,59.433,147.128,218.908,533.059,3659.75,3166.49,30.1858,-29.9806,-21.6285,155.946,46.3412,27.1667,-36.1135,-20.4263,24.1528,7.32946,155.946,-138.756,27.8293,-8.718,train
104,191.174,13.2659,41.4405,31.7114,2.47953,186.316,99.8088,40.1678,86.5942,184.889,164.349,293.05,580.674,6970.6,6681.64,39.4993,-35.986,-20.841,210.466,30.7387,24.3325,-210.466,-82.2327,136.405,1.73249,82.0584,-103.719,42.5878,-2.46903,train
105,167.891,76.4179,160.039,181.282,89.5367,122.194,86.282,221.535,130.273,189.77,190.177,321.466,417.487,6012.73,9265.78,12.2452,-12.0057,-6.27261,46.3507,46.3176,12.7198,-37.7568,-12.371,25.9001,7.95476,46.3507,-29.1202,24.3456,-7.24375,test
106,223.441,114.256,119.745,144.897,113.705,37.686,119.619,206.25,53.9432,23.7001,116.299,511.135,434.529,3801.44,4603.6,38.3847,-37.6126,-11.975,99.2609,49.8653,11.5984,-71.2961,-26.13,19.7391,35.1637,40.5048,-41.3507,99.2609,-79.0752,train
107,39.9443,136.053,123.788,208.719,142.833,15.143,148.361,94.0794,5.16328,206.275,119.217,508.258,480.789,6473.34,7744.49,70.8478,-70.3673,-19.3723,288.933,179.763,32.1589,-104.01,-3.38856,9.73626,288.933,74.2807,-31.5362,193.717,-29.997,train
108,136.649,86.1697,52.9404,13.1618,130.087,204.684,74.1905,116.2,96.8576,125.152,105.907,246.309,326.965,3931.4,4338.7,32.988,-30.4673,-13.7605,83.9144,45.4922,19.0275,-83.9144,-62.5674,22.5224,8.01037,37.7306,-45.6805,12.0239,-18.5274,train
109,108.921,110.396,157.737,164.563,99.2321,107.828,206.006,70.2018,48.8609,181.273,189.94,586.467,533.783,4153.97,5563.7,24.6563,-24.1549,-9.8291,89.9299,80.302,33.9916,-89.9299,-12.8348,7.75711,34.8012,57.1204,-58.0557,61.1331,-29.2756,train
110,122.055,79.1951,156.06,141.013,33.951,155.207,106.03,88.1607,19.5448,224.357,149.836,587.554,509.562,5196.54,6210.68,35.7584,-35.3015,-16.7144,101.583,79.5216,56.4637,-83.4053,-9.95583,71.4733,28.8108,95.241,-61.4462,101.583,-28.1866,train
111,13.3684,108.866,116.735,190.057,191.669,210.78,96.1787,104.469,156.671,177.939,113.891,287.782,339.82,4945.27,7182.86,52.5327,-48.8497,-19.9463,243.921,243.921,12.6099,-75.1348,-7.9189,-5.85401,6.51288,86.6511,-5.18486,13.5855,-10.9105,train
112,176.889,125.831,23.7044,81.4829,84.8372,23.4995,149.343,2.49871,105.748,13.8519,156.934,562.494,352.577,6300.49,5185.75,101.611,-94.2273,-44.0034,594.739,35.6307,7.22652,-594.739,-57.8725,-47.5956,38.6953,80.2352,-383.587,63.0643,-92.8375,train
113,166.983,166.593,125.836,222.79,155.729,204.085,92.1842,167.798,196.79,202.651,206.29,423.101,247.351,4266.17,7702.82,12.5163,-12.1753,-5.80334,53.6402,50.4044,9.58815,-53.6402,-11.8214,9.96591,7.82677,38.6422,-35.2771,18.9267,-11.147,test
114,105.213,206.804,205.813,80.765,137.406,63.3808,162.291,191.805,87.9944,108.965,175.429,532.683,497.458,4557.89,6579.55,22.6165,-22.1175,-8.44936,90.4461,90.4461,12.0653,-55.5795,-35.0608,9.88015,39.3676,53.2616,-30.8882,45.5098,-32.3836,train
115,86.4328,192.124,39.0441,155.029,151.739,79.1732,8.58039,56.2018,206.594,180.571,177.131,288.403,521.859,4385.21,5383.98,38.0363,-37.5348,-25.4033,194.037,113.491,2.71819,-104.018,-15.2346,30.075,6.59605,194.037,-174.263,16.1674,-4.09006,test
116,36.0722,2.54987,1.16303,37.3782,66.8407,93.8645,126.934,43.4057,169.341,14.288,197.39,547.426,264.962,6575.33,4439.95,174.293,-158.097,-62.9345,1443.14,482.199,84.1579,-1443.14,-140.715,99.6407,2.28619,-42.2908,-388.36,43.925,-21.2401,test
117,17.74,225.662,30.0325,58.4983,155.88,132.282,215.441,200.074,76.9494,144.773,209.478,374.667,296.655,6854.36,9534.84,46.7315,-44.7387,-15.2005,318.287,318.287,10.3122,-285.03,-24.2675,3.0801,17.5918,31.597,-13.4282,26.0902,-22.732,train
118,118.499,203.96,92.4943,44.4531,180.685,83.8781,65.7679,86.1102,39.2558,57.3928,76.1727,558.265,295.423,4451.63,4377.66,81.3456,-79.2163,-31.2075,100.457,87.8528,15.6951,-100.457,-53.5725,13.5393,38.1647,79.7562,-79.2887,85.7936,-78.8803,train
119,154.69,165.893,159.428,183.063,111.42,174.118,69.7037,196.968,210.205,125.201,62.1368,543.923,328.509,4800.68,7901.87,53.0515,-51.934,-25.4043,72.4482,72.4482,9.67796,-52.6618,-20.9421,17.3583,9.22079,59.9848,-41.4124,25.7925,-18.135,train
120,124.044,157.095,70.9712,164.537,14.0614,72.054,128.622,30.2307,123.036,45.7363,129.533,426.213,281.042,3501.38,3413.28,38.8252,-37.4639,-16.3821,127.229,52.9424,9.18729,-127.229,-17.132,-36.5396,20.0305,52.4189,-107.832,32.4006,-44.6276,train
121,201.803,117.778,185.578,85.2632,34.4158,143.865,8.36175,218.939,97.0536,110.292,206.605,267.829,386.719,4009.38,5071.73,12.7542,-12.5795,-9.67132,100.443,42.764,1.09787,-17.6324,-29.8955,98.8679,0.898789,100.443,-38.4437,37.1425,-1.65799,train
122,173.67,156.088,77.0341,85.722,116.11,95.5025,47.0572,134.612,27.7531,197.542,85.9899,355.719,511.883,7555.18,8840.49,47.9741,-46.9833,-24.4044,78.7371,55.9967,15.936,-78.7371,-12.4795,43.9066,26.0456,75.3806,-64.7975,54.512,-17.8076,train
123,51.6975,108.984,114.12,140.123,97.6488,192.474,93.9803,121.279,118.016,199.662,164.139,337.635,530.882,5848.98,7801.76,27.6286,-26.8232,-12.8737,133.004,133.004,13.623,-75.0254,-13.4999,16.4671,7.71376,78.0316,-40.8086,22.6681,-10.5162,train
124,112.517,37.2381,196.671,132.479,103.841,26.4063,163.305,217.334,171.533,207.577,89.4103,248.179,578.145,6064.56,9336.29,25.2161,-24.6563,-11.9228,54.2566,54.2566,11.6668,-36.2129,-15.4541,15.1739,16.4525,40.1841,-23.5753,16.8794,-2.95988,train
125,26.381,67.5219,46.0955,117.129,135.777,125.874,203.674,84.5179,187.435,169.629,149.74,242.279,449.086,6100.5,7984.27,37.579,-36.0379,-14.0848,164.183,164.183,12.8355,-161.142,-13.2855,2.5955,6.88531,34.7532,-31.9348,11.741,-7.22558,test
126,87.0786,106.107,53.1794,206.511,3.03273,157.808,13.5178,84.3145,9.48508,22.3998,64.6213,455.173,370.051,7566.79,5515.64,197.73,-196.338,-125.575,621.913,106.659,16.039,-151.713,-13.8001,621.913,10.7842,367.867,-79.437,424.914,-107.446,train
127,30.5441,51.2872,185.185,10.7558,146.434,113.207,194.503,128.249,220.579,160.3,172.53,485.836,360.319,7241.58,10147.7,32.9335,-31.1432,-9.74139,177.403,177.403,66.7978,-68.9024,-133.183,-5.95657,30.2621,57.4497,-6.17791,9.18422,-30.224,train
128,14.9588,80.0608,43.0514,162.022,160.137,21.0145,10.0827,147.983,112.417,10.1657,69.8008,420.141,303.017,4989.26,4006.25,225.138,-211.601,-95.7868,624.854,624.854,4.17837,-146.043,-23.8664,7.98546,15.9187,292.574,-49.175,48.6456,-46.5375,train
129,130.454,138.777,181.649,204.849,7.5543,174.339,151.35,68.064,73.4207,52.2955,130.438,524.8,318.749,3216,3898.53,30.9093,-30.4682,-11.4513,62.2879,62.2879,16.0719,-59.4871,-14.7308,-18.5196,12.7935,51.9322,-59.7916,58.1241,-60.3166,train
130,44.1231,34.4704,90.4485,26.962,80.273,49.5346,154.983,183.895,145.767,203.207,147.985,549.235,486.868,7336.4,8711.4,49.5506,-47.153,-16.2368,203.043,203.043,73.7004,-136.949,-109.483,6.4116,51.2871,62.9118,-26.6589,28.6386,-17.6805,train
131,200.423,27.102,142.607,32.1322,74.6767,8.12397,28.4596,103.291,70.8466,162.679,152.165,462.96,269.151,6957.28,6372.19,33.655,-32.3968,-13.7129,149.275,50.4487,44.7458,-45.364,-106.339,27.6468,149.275,91.4155,-75.0498,68.2067,-10.5424,train
132,44.5725,120.08,18.1505,36.8094,33.0995,110.942,29.3101,108.447,151.311,62.2771,87.5324,217.012,570.765,4347.16,3420.64,93.5642,-88.3202,-45.6064,234.776,178.512,-0.584224,-234.776,-60.8615,107.141,-0.632343,100.9,-75.4609,20.9385,1.59307,train
133,154.465,27.6583,129.887,102.353,11.4637,205.875,170.759,112.418,216.72,6.06707,102.145,469.227,230.606,6902.38,8503.17,34.4129,-33.1559,-9.93427,66.0928,55.713,10.2516,-59.8761,-43.0736,-43.2023,1.37726,25.5487,-49.2314,28.7693,-66.0928,train
134,31.0218,125.688,135.927,213.586,144.486,15.7298,26.6425,6.0275,191.566,36.6183,137.819,319.434,257.727,3107.17,2941.61,55.1935,-54.9874,-37.8267,255.601,133.798,3.52562,-58.9262,-12.8811,-12.4226,28.1713,255.601,-224.377,20.3105,-17.1138,train
135,132.909,64.4293,217.11,122.425,101.531,95.521,174.903,25.2258,129.301,3.5002,200.067,244.846,329.073,3086.03,3399.67,11.9168,-11.6705,-5.11104,50.4439,25.1921,1.57725,-33.5675,-19.1696,-14.2524,1.06386,39.1299,-50.4439,25.6683,-41.0587,train
136,90.3606,168.708,158.6,103.122,53.2225,138.36,173.91,100.839,135.009,2.82952,95.0911,458.548,275.7,5587.39,6620.68,43.0184,-41.9231,-12.5944,81.9583,81.9583,0.969287,-57.4253,-42.881,-30.0931,1.18189,36.7735,-39.5536,46.3199,-81.7314,train
137,60.8876,134.354,2.15808,79.1809,205.605,27.4977,117.521,133.224,217.574,126.796,153.771,347.024,264.527,5336.16,6593.53,72.8426,-66.4254,-24.2637,467.283,197.866,4.93842,-467.283,-35.4473,28.0663,24.1292,-29.6247,-91.0506,18.2436,-7.40027,train
138,170.668,153.707,191.103,119.042,176.016,40.8373,8.01599,91.4848,169.178,187.06,73.5886,320.966,442.628,3498.77,4785.75,51.4333,-51.1767,-36.791,137.604,58.978,5.06738,-20.8768,-20.4193,25.141,19.073,137.604,-105.983,20.3196,-5.88859,train
139,46.1152,115.614,60.623,110.922,224.363,13.3357,136.575,144.553,150.721,192.31,188.533,290.307,573.84,4545.84,6042.47,28.0087,-27.0695,-11.022,145.798,145.798,5.07135,-127.412,-20.8864,6.70204,43.966,49.921,-37.3769,21.7382,-4.31166,train
140,91.1594,35.1891,205.905,7.38065,112.463,56.4394,96.4672,51.7325,18.28,161.883,79.9656,405.392,328.652,5048.91,4491.67,61.7857,-59.4106,-22.5667,103.437,67.9696,93.5087,-44.9343,-103.437,12.2593,58.3013,76.2073,-58.56,59.062,-28.7458,train
141,52.5861,91.8399,123.807,30.375,181.691,142.104,105.567,89.3396,43.9209,146.25,169.2,387.559,276.808,3472.22,3705.18,26.1839,-25.5695,-10.1671,114.512,114.512,30.0558,-67.6302,-36.7167,5.67376,19.4246,60.2503,-33.9726,35.9106,-26.6919,train
142,194.186,19.1782,147.019,55.7275,165.867,152.292,101.041,190.696,120.68,220.745,171.089,552.289,506.58,4883.63,7277.55,24.4334,-23.4174,-9.4781,97.4282,62.2829,97.4282,-64.8896,-65.5762,17.5874,12.2692,56.2254,-48.7351,42.8249,-11.9706,test
143,201.919,90.7847,148.726,117.957,109.213,95.6766,47.2156,183.935,121.609,1.1132,66.6419,476.894,357.81,4128.01,4773.9,56.4582,-55.2214,-22.8992,66.9145,54.9351,0.580184,-45.6712,-39.983,14.7165,0.550519,60.6095,-48.6193,54.8466,-66.9145,train
144,9.18019,118.047,28.2857,198.569,49.5856,202.965,100.333,83.04,161.055,176.94,129.398,514.422,222.17,2706.35,3325.88,130.526,-123.188,-43.25,625.314,625.314,24.4182,-421.198,-11.3901,-33.5872,14.2019,95.4195,-10.155,19.8601,-23.0387,train
145,3.59086,138.266,116.783,28.5061,84.7635,223.371,177.515,160.98,147.955,136.742,154.162,219.169,335.685,5252.61,7092.13,35.4779,-32.7753,-11.1383,234.068,234.068,11.8041,-77.8488,-19.6302,-22.5423,7.30672,54.9681,11.8702,5.3487,-16.8796,train
146,165.418,20.2707,152.498,14.7891,49.3637,138.827,142.634,129.239,218.619,49.9192,117.186,410.247,485.233,7122.1,8501.51,39.2326,-34.817,-12.5357,171.597,48.2929,77.1901,-60.1399,-171.597,27.3131,11.2709,50.2565,-42.5235,16.4165,-44.3279,test
147,193.864,47.7779,40.9687,183.308,207.649,12.679,19.3492,186.603,119.006,48.7022,96.0383,527.687,565.043,5980.53,6642.61,58.9967,-56.6591,-24.7865,147.622,79.6083,14.2546,-147.622,-25.0715,26.7782,53.7151,56.3537,-76.9717,54.6147,-19.7765,train
148,187.518,116.889,84.1872,74.9004,174.807,19.8943,175.445,81.2962,89.4761,180.981,169.293,330.797,563.393,4522.12,5804.61,23.0239,-21.9545,-9.82335,99.7782,38.1712,9.95683,-99.7782,-28.6264,9.75756,58.5012,41.0459,-66.9707,33.889,-9.09443,test
149,207.973,45.9958,177.456,193.334,188.278,101.319,127.349,35.0557,88.2221,48.5291,64.8326,308.377,534.724,5861.89,7168.76,50.6354,-49.8159,-27.3242,84.6213,24.9136,19.7083,-53.0678,-11.2617,-0.423149,8.94698,70.3327,-84.6213,34.902,-26.4168,train
150,214.139,103.575,32.016,5.23164,73.9524,218.777,57.5587,3.09118,141.974,147.463,203.267,571.921,395.893,2900.69,3031.12,73.9603,-68.8099,-39.6739,451.945,31.041,47.5987,-451.945,-150.848,1.87558,22.5345,214.994,-424.508,7.86109,-47.2806,train
151,10.2607,217.745,133.558,148.244,174.364,31.4162,188.553,76.3463,123.067,74.435,162.877,369.35,312.398,6681.42,8367.08,37.0845,-36.1475,-11.4394,261.174,261.174,5.71733,-86.2898,-16.5172,-19.8565,39.6267,58.7366,18.7772,28.1377,-23.6526,train
152,10.8461,48.6652,190.829,191.352,37.5227,188.841,221.532,50.073,32.1254,88.2971,146.574,358.515,349.157,7550.88,8440.54,42.6548,-38.917,-10.0313,255.941,255.941,52.1809,-60.1119,-5.46509,-49.4358,13.4473,50.3422,22.8544,46.036,-40.6723,train
153,99.4331,134.563,1.4078,84.561,99.4047,153.301,22.6463,147.119,117.908,66.9101,166.039,486.624,526.465,7667.88,7531.26,112.104,-96.7809,-29.972,979.747,185.895,6.27705,-979.747,-47.5583,96.5374,5.50983,-217.753,-130.904,48.2358,-17.8528,train
154,86.73,149.179,219.166,213.655,60.4233,23.2173,17.1153,33.9578,78.0506,196.467,68.9479,389.322,421.566,4703.07,5215.74,101.129,-100.954,-73.2446,260.078,102.093,7.8049,-32.1252,-12.7724,36.9467,50.1492,260.078,-206.621,49.4453,-8.38112,train
155,81.9941,108.288,152.832,69.1109,161.459,123.096,156.547,44.9321,65.0048,73.1188,70.9671,308.9,556.102,7413.71,7979.34,52.4431,-51.247,-23.8996,64.1525,61.2665,14.3075,-64.1525,-22.2783,2.44529,12.5863,60.6667,-60.8871,33.4964,-29.966,test
156,10.5305,8.18318,137.041,104.522,51.2082,141.986,68.0692,20.7628,86.1315,207.377,70.2797,520.022,272.93,5455.7,4959.67,183.137,-161.31,-55.2855,494.564,494.564,192.068,-95.7518,-34.7152,-70.7056,11.0696,164.583,-0.529721,59.577,-10.7185,train
157,59.1972,157.586,66.689,34.9727,42.8687,164.853,0.660298,147.565,212.773,120.925,74.135,345.76,520.823,3599.28,3974.79,96.636,-93.4705,-60.7149,219.432,203.066,1.61604,-53.3829,-91.5837,125.043,1.5448,219.432,-82.0683,21.2886,-2.97829,train
158,115.661,117.265,146.236,34.5589,157.819,65.5808,128.725,149.909,77.2709,179.487,161.604,530.356,467.184,6387.52,8143.64,27.8418,-26.7769,-10.7325,86.0637,86.0637,26.9227,-72.679,-62.1109,15.8674,48.1403,58.4995,-43.8734,39.285,-24.8752,test
159,199.387,221.039,90.7572,181.877,223.355,207.845,36.5014,85.0835,159.75,35.5298,84.8461,483.062,253.853,3139.6,4514.06,49.0671,-47.9371,-25.2517,88.4793,50.925,4.26258,-75.769,-21.3793,6.42371,4.53317,79.2691,-88.4793,34.4229,-37.5028,train
160,67.3698,101.891,214.516,216.42,155.933,168.361,66.5714,92.0104,6.71094,206.979,81.0694,446.491,215.902,6786.61,9004.21,53.5131,-53.3175,-23.1496,106.535,106.535,40.6598,-39.0483,-1.48795,15.329,24.6071,83.0964,-41.6887,67.8608,-28.3068,train
161,39.0617,20.2019,206.053,152.219,73.051,222.492,161.095,46.8692,200.977,56.7183,189.787,409.145,453.88,4747.4,5954.23,24.1018,-22.6643,-8.92774,136.691,136.691,44.1952,-55.6836,-21.0133,-26.7029,4.01285,64.8075,-37.6552,22.5077,-22.2618,train
162,69.3455,119.623,155.732,195.93,105.788,180.911,50.1801,107.851,37.5425,205.165,160.155,267.482,562.663,6088,7760.55,25.8712,-25.5144,-14.5694,106.831,103.621,14.0654,-41.5166,-5.06444,33.2603,9.30041,106.831,-59.1485,37.3787,-11.5979,train
163,160.668,151.317,144.767,170.2,206.836,218.649,179.289,11.9821,100.882,54.4338,166.718,410.101,554.622,6651.13,9381.68,24.9731,-24.311,-12.4764,102.421,30.9258,10.0344,-88.9735,-15.1741,-8.29093,6.94433,69.2514,-102.421,36.2047,-39.4479,train
164,66.6276,147.765,138.826,93.0333,197.867,109.101,8.93087,105.721,110.416,49.4884,61.7178,416.372,297.696,6615.01,6904.68,93.3735,-91.8405,-50.0079,155.415,155.415,8.3432,-36.8317,-31.5036,16.4774,11.2999,150.349,-82.8187,37.5388,-35.2304,train
165,123.373,118.736,1.95346,40.2357,60.0146,211.24,215.63,102.3,135.437,31.2839,205.715,382.39,373.583,6286.02,7132.92,61.1812,-54.2718,-22.8617,550.38,114.55,3.39204,-550.38,-85.0274,114.761,1.90662,-18.0277,-142.507,35.723,-18.2069,test
166,58.4025,96.0681,50.9237,81.1792,67.7372,103.154,76.5381,16.5819,208.775,26.3196,69.3008,288.186,579.923,4176.31,3519.53,105.298,-101.375,-56.9125,186.625,84.6051,5.36477,-186.625,-29.1512,-4.53484,4.99626,122.353,-175.63,16.0302,-27.6927,train
167,22.2994,7.52864,105.563,24.4649,36.3662,13.8068,220.999,11.8715,202.335,64.3632,143.182,585.052,546.899,6631.12,5557.35,72.9585,-69.6657,-18.9247,284.891,284.891,187.485,-157.894,-181.444,-108.25,102.233,69.2207,-59.8468,31.0264,-31.0143,test
168,51.9434,220.338,98.9078,153.827,53.9391,30.4625,222.741,223.28,216.342,21.3769,181.169,420.276,307.575,6825.27,9838.17,23.8764,-23.1859,-7.44979,132.316,132.316,2.41743,-89.084,-23.8587,-18.5383,17.4855,29.259,-16.9124,23.9912,-35.2382,test
169,124.768,70.063,8.25277,88.9565,192.062,18.2538,103.752,169.747,99.4278,37.2487,140.033,563.765,202.339,4140.8,4098.46,70.8157,-64.7111,-21.0794,388.99,126.042,15.0765,-388.99,-51.5009,28.6736,57.8675,-33.0871,-84.0498,65.1628,-40.1045,train
170,80.0559,75.7089,200.313,58.6008,134.899,92.3699,109.751,169.104,156.181,182.396,201.509,403.654,299.34,4761.24,6596.38,16.018,-15.6216,-6.53534,87.938,87.938,24.0663,-40.2524,-37.7897,5.84812,19.7254,51.8843,-25.1174,20.0522,-14.1272,train
171,216.141,117.864,108.932,62.7491,20.8413,181.859,56.3665,181.823,82.2859,60.1729,197.862,304.311,557.683,5247.76,5982.38,16.9577,-16.2743,-10.831,116.501,37.8708,2.78984,-59.8607,-43.2562,116.501,1.80811,87.2521,-39.9967,46.6493,-7.72814,train
172,192.93,207.308,83.9961,203.605,112.283,102.099,181.228,219.445,168.803,191.621,115.568,327.292,595.784,3556.42,6434.29,24.6952,-23.5049,-11.2934,83.8686,45.2599,4.13929,-83.8686,-11.8603,27.1123,8.40466,29.4327,-35.1809,20.2311,-6.33309,train
173,177.888,217.634,213.856,220.194,135.234,65.359,143.916,21.3723,66.2957,164.845,187.395,370.454,487.904,2947.82,4287.98,17.4356,-17.1984,-9.51598,84.6864,28.0197,9.66589,-51.4752,-7.27048,-2.37433,32.1857,71.7715,-84.6864,34.1505,-18.0471,train
174,93.1144,120.398,36.8872,183.524,162.291,56.3543,14.0962,136.678,93.7644,186.889,69.6665,217.711,278.063,6944.91,8018.68,48.0536,-46.8564,-23.7514,73.5345,70.8749,6.37753,-73.5345,-7.67889,18.566,13.6253,53.7118,-45.7586,21.2554,-5.81038,train
175,59.5781,168.271,219.009,206.998,185.246,33.9789,171.836,42.2035,62.314,86.7907,98.6157,228.397,506.185,3987.94,5056.51,28.3793,-28.0742,-12.9252,58.6813,58.6813,5.79409,-38.4351,-6.32367,-0.522746,28.6936,50.4801,-40.6184,29.7074,-15.8868,test
176,217.749,53.5358,218.786,44.75,223.979,173.065,104.871,181.617,90.5293,89.2178,136.403,208.435,442.887,5970.93,8687.78,13.5924,-13.2005,-6.4822,37.2687,26.7919,17.0519,-22.1587,-26.1779,11.5104,5.27483,37.2687,-29.1969,18.3001,-14.4704,train
177,8.46705,65.3124,224.258,157.193,123.768,186.742,100.593,8.88363,77.0386,23.3039,151.599,425.185,301.07,7084.07,6882.34,62.6024,-56.3417,-16.3262,447.334,447.334,17.5352,-53.4146,-19.7628,-28.851,6.13286,108.629,73.9051,57.0282,-69.5011,test
178,32.4378,203.06,179.013,180.404,32.7473,11.1554,44.2168,123.83,75.0722,204.32,106.99,215.968,328.727,6820.75,7930.78,37.9122,-37.7712,-18.8696,141.988,141.988,2.28691,-28.8279,-9.39728,22.9263,41.628,95.9788,-27.9357,31.9362,-3.21423,train
179,225.072,108.164,205.526,128.486,218.512,119.681,59.1283,45.708,145.186,63.9533,65.9923,226.403,360.478,3170.96,4202.77,38.2557,-37.8586,-25.6148,79.5183,21.478,5.95435,-27.066,-12.6082,4.348,5.38136,78.8983,-79.5183,15.7797,-14.242,train
180,77.6393,73.3379,167.773,162.788,48.3792,80.0169,113.394,156.971,71.2499,81.091,119.591,412.912,388.981,3217.64,3553.4,32.3885,-31.9657,-13.0629,95.5205,95.5205,22.1001,-52.8155,-15.4086,16.0955,20.2554,59.0144,-29.6142,49.7872,-28.266,train
181,188.156,174.794,92.1078,126.443,194.389,38.7056,52.2212,156.249,68.0784,29.9277,118.466,360.167,521.725,4074.37,4649.62,33.2798,-32.6152,-14.7114,64.3987,53.6292,5.17013,-64.3987,-21.3375,19.5021,23.3482,63.098,-58.7317,56.0456,-42.7041,train
182,121.954,171.607,166.171,143.353,56.3889,101.493,56.6539,135.282,125.38,103.246,133.864,319.792,330.964,6017.86,7460.22,20.7426,-20.4472,-11.4009,65.8876,57.9398,5.32551,-35.1289,-15.9329,28.0916,9.00457,65.8876,-40.4363,25.7625,-12.5181,train
